sample_time,biomarker_id,mean_titre1,lower,upper,strain
2001,2002,0,0,0,FH-2002
2001,2006,0,0,0,DH-2006
2001,2009,0,0,0,NO-2009
2001,2012,0,0,0,SY-2012
2002,2002,0.0583882875829156,0,0.13525037954722213,FH-2002
2002,2006,0.0366736668796815,0,0.08906478991077879,DH-2006
2002,2009,0.03656588824779185,0,0.08883555175220915,NO-2009
2002,2012,0.034642476529482186,0,0.08474457979659328,SY-2012
2003,2002,0.31796963596664474,0.2032636040804722,0.4250752604265898,FH-2002
2003,2006,0.19760293236276186,0.12436606123940011,0.2790025560386597,DH-2006
2003,2009,0.19838229758466033,0.12486676350177135,0.28015028257528063,NO-2009
2003,2012,0.18810761831740916,0.11812909882484268,0.2670310013195998,SY-2012
2004,2002,0.5396032678228566,0.4273781082810906,0.6504347467446225,FH-2002
2004,2006,0.39248744067484553,0.29571809238572183,0.5071523832133741,DH-2006
2004,2009,0.3932568101517937,0.29627281650671383,0.5079030719982881,NO-2009
2004,2012,0.37291871301459656,0.2823044145026475,0.4829803584522031,SY-2012
2005,2002,0.9888710860124985,0.8472286197849705,1.206136891893972,FH-2002
2005,2006,0.8608566780193668,0.7170876659815054,1.0635531903765219,DH-2006
2005,2009,0.8530252060244895,0.7110102301837377,1.0537193060332066,NO-2009
2005,2012,0.8087586924353946,0.6725362420381232,1.0038129384450014,SY-2012
2006,2002,1.223235936553006,1.0568826577330586,1.4029472004479175,FH-2002
2006,2006,1.194310833551037,0.987941264639775,1.4067614020460886,DH-2006
2006,2009,1.1544208971441325,0.9638611058344017,1.3568102663673192,NO-2009
2006,2012,1.0912599202680446,0.9080128729362466,1.2839562216321148,SY-2012
2007,2002,1.3544739521722278,1.1288262598837433,1.5223654790204826,FH-2002
2007,2006,1.422439463272417,1.1466910066374534,1.6254586155926378,DH-2006
2007,2009,1.3502249098858554,1.0844707106889733,1.541714017540022,NO-2009
2007,2012,1.2768276756148607,1.0298192320088368,1.4585453431714086,SY-2012
2008,2002,1.8061799591413656,1.6475168703216805,1.9930299447610784,FH-2002
2008,2006,2.1036831379930683,1.8857237355027128,2.3508934929977245,DH-2006
2008,2009,2.0381363540246737,1.832385171156237,2.282098059585952,NO-2009
2008,2012,1.935701599661391,1.7310646921556618,2.1786924141384336,SY-2012
2009,2002,2.1952214101854035,2.029059814092829,2.387134468144052,FH-2002
2009,2006,2.690192054331515,2.4536030792945844,2.9529366570597793,DH-2006
2009,2009,2.67293633742731,2.434082551845744,2.944190951288471,NO-2009
2009,2012,2.5410870451861878,2.3220663271272453,2.8093045264508807,SY-2012
2010,2002,2.6849037821131376,2.540397442710587,2.8278277326853622,FH-2002
2010,2006,3.395961685639646,3.26481279115663,3.533206163369927,DH-2006
2010,2009,3.4894108535570236,3.3695775048209984,3.628630995883266,NO-2009
2010,2012,3.3173126281116883,3.19516321362952,3.4418021696927457,SY-2012
2011,2002,2.7867374213571123,2.4724269524969222,2.964266080165591,FH-2002
2011,2006,3.557664652937342,3.26315017604715,3.7314468494002297,DH-2006
2011,2009,3.6849081194491133,3.3868734899463275,3.8467353287361754,NO-2009
2011,2012,3.510937205619215,3.2235098137340374,3.6659607857321292,SY-2012
2012,2002,2.7988529106843463,2.4211676994930875,2.988863776968566,FH-2002
2012,2006,3.582915084280106,3.214853033206754,3.7720363584083714,DH-2006
2012,2009,3.7176146890007633,3.335696980929545,3.8987252404622024,NO-2009
2012,2012,3.5441128937764543,3.1717576094686284,3.7227536222951922,SY-2012
2001,2001,0,0,0,"Matched to 
circulating virus"
2002,2002,0.0583882875829156,0,0.13525037954722213,"Matched to 
circulating virus"
2003,2003,0.27350707878121744,0.17412301706264122,0.36709693028615614,"Matched to 
circulating virus"
2004,2004,0.4956757511160219,0.3839992991998732,0.6163763470742669,"Matched to 
circulating virus"
2005,2005,0.9397797069843822,0.7865739950341375,1.1565534770878243,"Matched to 
circulating virus"
2006,2006,1.194310833551037,0.987941264639775,1.4067614020460886,"Matched to 
circulating virus"
2007,2007,1.3866766581926442,1.1149720115990038,1.5841074325352864,"Matched to 
circulating virus"
2008,2008,2.081313569854119,1.868065223339375,2.3308656688891336,"Matched to 
circulating virus"
2009,2009,2.67293633742731,2.434082551845744,2.944190951288471,"Matched to 
circulating virus"
2010,2010,3.4135613014344064,3.2905947358490315,3.545362669672425,"Matched to 
circulating virus"
2011,2011,3.585208921921565,3.2951734602440994,3.7426466460416212,"Matched to 
circulating virus"
2012,2012,3.5441128937764543,3.1717576094686284,3.7227536222951922,"Matched to 
circulating virus"
