samp_no,boost_long,boost_short,boost_delay,antigenic_seniority,wane_long,wane_short,wane_maternal,cr_long,cr_short,min_measurement,max_measurement,obs_sd,fp_rate,antibody_dependent_boosting,boost_long,boost_short,boost_delay,antigenic_seniority,wane_long,wane_short,wane_maternal,cr_long,cr_short,min_measurement,max_measurement,obs_sd,fp_rate,infection_model_prior_shape1,infection_model_prior_shape2,antibody_dependent_boosting,posterior_prob,likelihood,prior_prob
1,2.75107557285198,2.92674626683891,0,0.488684288795649,0,0.474721334185926,0,0.196382380031872,0.0951787723338196,0,12,0.78822053874607,0.001,0,0,2.86701938541141,0,0.418378868005892,0,0.487947221308253,0,0,0.0902819676205165,0,8,1.50245071808103,0.001,0.5,0.5,0,-31523.1853657576,-30572.7092234149,-950.476142342678
501,3.11809305310328,3.26313302054342,0,0.483430037077854,0,0.345210666233632,0,0.120289432704496,0.00841782246737441,0,12,1.3413125616482,0.001,0,0,1.97265096998573,0,0.322492514242987,0,0.183553353925025,0,0,0.00367541996168145,0,8,0.896194921668746,0.001,0.5,0.5,0,-7493.5684662754,-6073.71262346418,-1419.85584281122
1001,3.39303601173486,3.7048317050573,0,0.489099866066308,0,0.471005819614327,0,0.110990934256957,0.0108632779003964,0,12,1.27467378325112,0.001,0,0,1.94278216946374,0,0.394662827833059,0,0.105624817584167,0,0,0.021429584880209,0,8,0.896194921668746,0.001,0.5,0.5,0,-7452.90909608988,-5907.60436947397,-1545.30472661591
1501,3.51082043020303,3.73212788423584,0,0.471311468126435,0,0.497486990824643,0,0.112312520123321,0.00185479154712447,0,12,1.27467378325112,0.001,0,0,1.94311177441088,0,0.440071512417606,0,0.0935866772350923,0,0,0.00596984685671709,0,8,0.896194921668746,0.001,0.5,0.5,0,-7390.32886887545,-5907.7850665197,-1482.54380235575
2001,3.47678303596817,3.6626667615107,0,0.482250062610957,0,0.493629865202823,0,0.113673696793646,0.00487983265542551,0,12,1.12322679910138,0.001,0,0,1.89351015250434,0,0.615329412857191,0,0.0360991575542428,0,0,0.0115137918304812,0,8,0.896194921668746,0.001,0.5,0.5,0,-7331.66318960236,-5885.42933509904,-1446.23385450332
2501,3.49565555603943,3.65271812219863,0,0.368445221538389,0,0.54923199858156,0,0.115238817767909,0.00367896053121742,0,12,1.11549459587227,0.001,0,0,1.87431884803347,0,0.609875154358868,0,0.0361414771004869,0,0,0.0115565722519345,0,8,0.911675224750543,0.001,0.5,0.5,0,-7365.82687499125,-5832.58834618871,-1533.23852880254
3001,3.5485487966157,3.40264609401815,0,0.325539515642026,0,0.524373636343814,0,0.116784099685299,0.00747683942284252,0,12,1.10030268046911,0.001,0,0,1.76609849740579,0,0.611085356643949,0,0.0046205491081599,0,0,0.0232389961206937,0,8,0.863754904596906,0.001,0.5,0.5,0,-7355.55718411511,-5780.54477653511,-1575.01240758001
3501,3.45087562587211,3.30107469160461,0,0.327661146241438,0,0.527980249826898,0,0.108880865988197,0.0062546417129628,0,12,1.0826334973251,0.001,0,0,1.75423160542887,0,0.631946462794677,0,0.00203314990449681,0,0,0.0202294825925097,0,8,0.863754904596906,0.001,0.5,0.5,0,-7308.13695012119,-5784.48357981957,-1523.65337030163
4001,3.4699256379726,3.42800980327974,0,0.310904505194492,0,0.527890218203206,0,0.101582695033805,0.0313402844347594,0,12,1.08715173325139,0.001,0,0,1.82668671993586,0,0.700004261458431,0,0.00130287805713677,0,0,0.01690412381893,0,8,0.869769776827238,0.001,0.5,0.5,0,-7342.16928726097,-5801.14296333255,-1541.02632392842
4501,3.30328389405993,3.35278195589332,0,0.286606913329861,0,0.498981858303607,0,0.103841902925711,0.0230461771010133,0,12,1.07020030303471,0.001,0,0,1.73949870981711,0,0.665443480681882,0,0.00104313471839996,0,0,0.0148809131564238,0,8,0.870310659266297,0.001,0.5,0.5,0,-7339.80805283784,-5773.1446787767,-1566.66337406113
5001,3.30452038652721,3.23357592286088,0,0.294299156116834,0,0.4927260106859,0,0.105504871476839,0.0275400444668371,0,12,1.13262578937451,0.001,0,0,1.85520790305371,0,0.693800428073461,0,0.0048880694437631,0,0,0.0204836868035367,0,8,0.85922034557959,0.001,0.5,0.5,0,-7376.39243287392,-5839.39324989727,-1536.99918297665
5501,3.39310940675427,3.19060392521829,0,0.276897453012907,0,0.529137059856476,0,0.104804194295225,0.00388515735162403,0,12,1.09993074764491,0.001,0,0,1.83835350554792,0,0.703198473491983,0,0.000168131203299102,0,0,0.0179946374989662,0,8,0.915754435275473,0.001,0.5,0.5,0,-7302.07622361463,-5846.92836029265,-1455.14786332198
