samp_no,boost_long,boost_short,boost_delay,antigenic_seniority,wane_long,wane_short,wane_maternal,cr_long,cr_short,min_measurement,max_measurement,obs_sd,fp_rate,antibody_dependent_boosting,boost_long,boost_short,boost_delay,antigenic_seniority,wane_long,wane_short,wane_maternal,cr_long,cr_short,min_measurement,max_measurement,obs_sd,fp_rate,infection_model_prior_shape1,infection_model_prior_shape2,antibody_dependent_boosting,posterior_prob,likelihood,prior_prob
1,1.48194654757271,2.64896262809267,0,0.457917379505657,0,0.420332034940148,0,0.111795961659765,0.0474923757785964,0,12,1.2264160893612,0.001,0,0,2.86523516033052,0,0.49101815659827,0,0.480335496461434,0,0,0.012662813545639,0,8,1.0245606919305,0.001,0.5,0.5,0,-24949.7666464208,-24161.7124321611,-788.054214259667
1001,1.77727941872415,4.05845718429403,0,0.173526209521445,0,0.825833479844352,0,0.18415697878335,0.000969191664269079,0,12,1.32005375450737,0.001,0,0,2.15209018081305,0,0.427219160497558,0,0.164385567254433,0,0,0.0135964315030858,0,8,0.846547635756878,0.001,0.5,0.5,0,-6353.20955973368,-4790.93700476865,-1562.27255496503
2001,1.56298088028562,4.11990660399677,0,0.118211029513715,0,0.735062710613256,0,0.22382391417757,0.00112274702022125,0,12,1.1611894178268,0.001,0,0,2.01528564658468,0,0.466781827106751,0,0.142193947005165,0,0,0.0158789988893158,0,8,0.846547635756878,0.001,0.5,0.5,0,-6238.3290311466,-4663.80998144096,-1574.51904970564
3001,1.44693681225816,4.19533612250457,0,0.0826961509382117,0,0.512258927145122,0,0.668312015430279,0.00166663661764534,0,12,1.16219614825945,0.001,0,0,1.88305100789376,0,0.490600806361773,0,0.0962705359402865,0,0,0.0082498043075651,0,8,0.87154419540541,0.001,0.5,0.5,0,-6223.06292378924,-4649.350608684,-1573.71231510524
4001,1.45770924013582,4.21941566279979,0,0.0848851488912841,0,0.492802939521277,0,0.902889443988088,0.00027279232737103,0,12,1.17619203768407,0.001,0,0,1.79661781408073,0,0.418879013404408,0,0.0991716323391655,0,0,0.010115866476709,0,8,0.896667566882983,0.001,0.5,0.5,0,-6199.4067895403,-4578.12696086201,-1621.27982867828
5001,1.54913731305416,4.4467547091139,0,0.0983990144230983,0,0.484161856734417,0,1.05552394223691,0.00203294524531221,0,12,1.11804718967472,0.001,0,0,1.92357534146285,0,0.452182072237052,0,0.103022886472548,0,0,0.0249161973172882,0,8,0.891319794827624,0.001,0.5,0.5,0,-6178.92078145826,-4601.08049468233,-1577.84028677593
6001,1.68330464267358,4.15177928281877,0,0.0679741828666082,0,0.489113602731081,0,1.26096044374335,0.00138741541422956,0,12,1.10160157180104,0.001,0,0,1.75428018181058,0,0.422904385564345,0,0.0923175932439257,0,0,0.0179009745392994,0,8,0.872270494621253,0.001,0.5,0.5,0,-6174.55884270212,-4596.56528962162,-1577.9935530805
7001,1.55679973992488,4.28238016192732,0,0.0704729775113357,0,0.503607958655288,0,1.28895876867892,0.00521543300547025,0,12,1.15095914298806,0.001,0,0,1.73416137786031,0,0.46244407500752,0,0.072993532631554,0,0,0.0103053522588446,0,8,0.855757527054122,0.001,0.5,0.5,0,-6181.55977397184,-4568.79512401644,-1612.7646499554
8001,1.54067855247878,4.44538728182281,0,0.040721720127332,0,0.522049755745102,0,1.35775841130319,0.011681132333837,0,12,1.14934162585186,0.001,0,0,1.76035540777426,0,0.420983849021101,0,0.0822896886347597,0,0,0.025702097801076,0,8,0.885212342051953,0.001,0.5,0.5,0,-6129.47345815045,-4560.22447263768,-1569.24898551277
9001,1.41021789571206,4.62374745302834,0,8.57450619807729e-06,0,0.543217173334385,0,1.40015327176576,0.0144467233142086,0,12,1.20050222651225,0.001,0,0,1.75179142211917,0,0.453343377727031,0,0.069672593312529,0,0,0.0127994060371673,0,8,0.86173098122341,0.001,0.5,0.5,0,-6119.70311033775,-4591.29772357145,-1528.4053867663
10001,1.37936618303118,4.51037748568338,0,0.0153349850999594,0,0.527614573245504,0,1.70241514509054,0.0129580768701343,0,12,1.09915514241973,0.001,0,0,1.62109906982281,0,0.33874209387858,0,0.107578987775673,0,0,0.00610708442718647,0,8,0.880264604643989,0.001,0.5,0.5,0,-6169.58266483277,-4547.24378390002,-1622.33888093275
11001,1.47912868839493,4.35397441485943,0,0.00719499744832091,0,0.496799610596911,0,1.28709994333502,0.0123378442600044,0,12,1.13425811439295,0.001,0,0,1.76060545727978,0,0.423959451942617,0,0.0747919860095539,0,0,0.0203021041561944,0,8,0.881500962623334,0.001,0.5,0.5,0,-6172.41219169152,-4560.41232958544,-1611.99986210608
12001,1.47880917218027,4.23841714809214,0,0.0620714393829874,0,0.483349448774438,0,1.09246772562729,0.00605492724195358,0,12,1.11177318466305,0.001,0,0,1.78847535212688,0,0.418849072682872,0,0.0832479940632771,0,0,0.0202625748337025,0,8,0.860473551175453,0.001,0.5,0.5,0,-6163.05351357149,-4575.46928477903,-1587.58422879245
13001,1.44379717045788,4.55435226285595,0,0.0584128523010281,0,0.510257385445412,0,1.59373139797438,0.0176454425039212,0,12,1.10549765685497,0.001,0,0,1.66401663800952,0,0.385335105789449,0,0.0924701080272623,0,0,0.00519511036974837,0,8,0.874380843717538,0.001,0.5,0.5,0,-6173.64847130264,-4568.69573360856,-1604.95273769408
14001,1.60375515131618,4.45877748963075,0,0.0718575064691093,0,0.511437887263191,0,1.70161736650348,0.00925445463420703,0,12,1.07964039832564,0.001,0,0,1.72384238938274,0,0.410282434392107,0,0.105615045346526,0,0,0.0138185348544775,0,8,0.890101909274256,0.001,0.5,0.5,0,-6202.901934877,-4561.64213523726,-1641.25979963973
15001,1.36999979391805,4.70229646722056,0,0.0808945424585156,0,0.491532942695832,0,1.60155056741631,0.018797291866491,0,12,1.12740031208304,0.001,0,0,1.72180471568954,0,0.434965812726397,0,0.0765691478297846,0,0,0.0178798790936474,0,8,0.890268285454414,0.001,0.5,0.5,0,-6154.82253645448,-4572.94839242552,-1581.87414402895
16001,1.34893787031929,4.6064451997015,0,0.0422030753871041,0,0.50696093386852,0,1.93966783478729,0.0199089115575469,0,12,1.11876122125092,0.001,0,0,1.73576284363287,0,0.392186726616275,0,0.100968903668668,0,0,0.0124933918201486,0,8,0.866244213505775,0.001,0.5,0.5,0,-6202.87339616618,-4563.91015715225,-1638.96323901393
17001,1.35391844926547,4.709770833558,0,0.0360151412810364,0,0.509365068932567,0,1.54161786652455,0.017775820008272,0,12,1.09314026865881,0.001,0,0,1.6761452830537,0,0.397583967416976,0,0.0683436687361424,0,0,0.0216004824017068,0,8,0.869428326682535,0.001,0.5,0.5,0,-6172.09808913415,-4539.86433374669,-1632.23375538746
