age,med,lower,upper,N
0,0.16666666666666666,0.12280701754385964,0.22807017543859648,114
1,0.33980582524271846,0.2912621359223301,0.38349514563106796,206
2,0.4782608695652174,0.4426877470355731,0.5138339920948617,253
3,0.5390625,0.4921875,0.5738281249999999,256
4,0.6234309623430963,0.5857740585774058,0.6527196652719666,239
5,0.6963350785340314,0.6701570680628273,0.7225130890052356,191
6,0.717741935483871,0.6854838709677419,0.7338709677419355,124
7,0.7058823529411765,0.7058823529411765,0.7352941176470589,34
