samp_no,boost_long,boost_short,boost_delay,antigenic_seniority,wane_long,wane_short,wane_maternal,cr_long,cr_short,min_measurement,max_measurement,obs_sd,fp_rate,antibody_dependent_boosting,boost_long,boost_short,boost_delay,antigenic_seniority,wane_long,wane_short,wane_maternal,cr_long,cr_short,min_measurement,max_measurement,obs_sd,fp_rate,infection_model_prior_shape1,infection_model_prior_shape2,antibody_dependent_boosting,posterior_prob,likelihood,prior_prob
1,2.4614152493827,2.21086072965037,0,0.429372592016472,0,0.450766891231647,0,0.147524552416314,0.0583696303053021,0,12,1.64781136385742,0.001,0,0,2.78618445515781,0,0.45774993649963,0,0.410171592844578,0,0,0.0972428288302637,0,8,1.76273886909468,0.001,0.5,0.5,0,-13682.8245779225,-12824.232165027,-858.592412895498
1001,2.26417525730758,2.81599679657429,0,0.13233347612558,0,0.632956273819996,0,0.0610881264801907,0.00942804432963799,0,12,1.26343276824197,0.001,0,0,2.1218641708949,0,0.794554474034191,0,0.0655693043578453,0,0,0.00782867700289116,0,8,0.867332434376037,0.001,0.5,0.5,0,-7367.62902395564,-5984.59105337263,-1383.03797058301
2001,2.37314256271665,2.83842829288754,0,0.152272395247747,0,0.478957519639089,0,0.0803391486896536,0.00145329320856481,0,12,1.07520756105501,0.001,0,0,1.96386240620245,0,0.801261661402515,0,0.00342329445109812,0,0,0.0308723071942664,0,8,0.958013246829332,0.001,0.5,0.5,0,-7318.97381201504,-5864.39209937508,-1454.58171263996
3001,2.35594377089174,2.99922310400364,0,0.210261870813976,0,0.384177740558375,0,0.0744160805381466,0.00386643075451818,0,12,1.12008312409213,0.001,0,0,1.94571752117564,0,0.814839366861903,0,0.00572689256983406,0,0,0.0196799416520699,0,8,0.921001927102907,0.001,0.5,0.5,0,-7362.02309134724,-5912.84984532641,-1449.17324602083
4001,2.43448307125814,3.13894449138334,0,0.208713359013463,0,0.413732429257757,0,0.0682643845081257,0.0167958847708234,0,12,1.12221216717548,0.001,0,0,1.91236586559544,0,0.754980509939087,0,0.000395339113110303,0,0,0.0251641438432193,0,8,0.89262841728069,0.001,0.5,0.5,0,-7372.19035609178,-5882.28722147765,-1489.90313461412
5001,2.44554422119444,3.0011336609743,0,0.219788927054986,0,0.373228799531629,0,0.0757874998743215,0.011093589292263,0,12,1.11551682332146,0.001,0,0,1.95396776348881,0,0.796485401964107,0,0.00133565068732471,0,0,0.0262704948698083,0,8,0.890307194726917,0.001,0.5,0.5,0,-7331.40197271721,-5849.61568214452,-1481.78629057268
6001,2.2538768136124,3.30235459312544,0,0.273863316643255,0,0.30602749435104,0,0.0755573816012441,0.0102889764160579,0,12,1.1686270377043,0.001,0,0,1.87917817840472,0,0.704715774149704,0,0.00128337896530038,0,0,0.029311204430143,0,8,0.883455083869016,0.001,0.5,0.5,0,-7430.75522906699,-5906.34728413312,-1524.40794493387
7001,2.4200396179265,3.02826426598163,0,0.242987066200404,0,0.295241841427208,0,0.0768426355958324,0.00288644216306593,0,12,1.11702009597207,0.001,0,0,1.99544821693188,0,0.746841492256152,0,0.0126582888651325,0,0,0.028353881189195,0,8,0.886870452861512,0.001,0.5,0.5,0,-7426.57024445285,-5890.98595249455,-1535.5842919583
8001,2.74019214868429,2.83274771849157,0,0.252384530467564,0,0.412476390013259,0,0.0691276847377676,0.00627433821634415,0,12,1.14273350989534,0.001,0,0,2.01919994018696,0,0.792319308302332,0,0.00410539846474381,0,0,0.0274959922687742,0,8,0.9220954225282,0.001,0.5,0.5,0,-7378.25848587341,-5899.77077092372,-1478.48771494969
9001,2.82907742011891,2.67876273513895,0,0.258646546173981,0,0.427622380849858,0,0.0656424295381831,0.00873726276484466,0,12,1.1268159686056,0.001,0,0,2.01480447811877,0,0.809355398567343,0,0.00829482277146611,0,0,0.0252344321018203,0,8,0.932708726401636,0.001,0.5,0.5,0,-7351.61994296253,-5935.83438248955,-1415.78556047298
10001,2.60195755562342,2.83211213858935,0,0.218111450491413,0,0.398058425465687,0,0.0696356592135531,0.018539854356944,0,12,1.12643820761596,0.001,0,0,1.91757706371464,0,0.763880426158013,0,0.00145479757732337,0,0,0.0210814500380331,0,8,0.882578148923976,0.001,0.5,0.5,0,-7364.51005323549,-5904.97626881128,-1459.53378442421
11001,2.80693630810884,2.86259671143067,0,0.230584418846453,0,0.468541479556453,0,0.0705182725607666,0.00181061826077326,0,12,1.11787986967389,0.001,0,0,1.95110639599423,0,0.800686896210212,0,0.0010284993310097,0,0,0.0251876177043504,0,8,0.917960621025538,0.001,0.5,0.5,0,-7300.45765325192,-5889.57732859893,-1410.88032465299
12001,2.72707829510899,2.7481958098015,0,0.201317287759705,0,0.471841231187417,0,0.0721756791516216,0.00875480756451617,0,12,1.12931457508683,0.001,0,0,1.9224483845302,0,0.753396758889047,0,0.00375682504294002,0,0,0.0160318651746521,0,8,0.882937173582397,0.001,0.5,0.5,0,-7336.53028092818,-5884.47801485711,-1452.05226607107
