samp_no,boost_long,boost_short,boost_delay,antigenic_seniority,wane_long,wane_short,wane_maternal,cr_long,cr_short,min_measurement,max_measurement,obs_sd,fp_rate,antibody_dependent_boosting,boost_long,boost_short,boost_delay,antigenic_seniority,wane_long,wane_short,wane_maternal,cr_long,cr_short,min_measurement,max_measurement,obs_sd,fp_rate,infection_model_prior_shape1,infection_model_prior_shape2,antibody_dependent_boosting,posterior_prob,likelihood,prior_prob
1,2.35644605945348,2.29700831784348,0,0.457279760277409,0,0.419309357650659,0,0.154136324455113,0.0543599058540679,0,12,1.00930060456379,0.001,0,0,2.97809902169849,0,0.425698094639276,0,0.436900019081124,0,0,0.0421081378912769,0,8,1.60025846081641,0.001,0.5,0.5,0,-25004.4917655153,-24088.327536483,-916.164229032324
1001,2.13087741500291,3.61360683255601,0,0.120432129793308,0,1.03190493514674,0,0.109964311884851,0.0667400930849695,0,12,1.3766514981034,0.001,0,0,2.23647900470245,0,0.511615202928885,0,0.21883108495196,0,0,0.00254063036955219,0,8,0.862108929622607,0.001,0.5,0.5,0,-6277.10121819039,-4784.26189386451,-1492.83932432588
2001,2.10746973779837,3.63897865221546,0,0.0912444639668915,0,0.956575922381085,0,0.139706126893609,0.0528317536783882,0,12,1.29878542761956,0.001,0,0,2.1603550095935,0,0.486948429789691,0,0.126891248415546,0,0,0.0293218753111898,0,8,0.845803448447754,0.001,0.5,0.5,0,-6325.99812479351,-4707.03551997333,-1618.96260482019
3001,2.07390682913425,3.84509065885916,0,0.107479140900347,0,0.816308373608179,0,0.164990107194968,0.0515087225293256,0,12,1.160604718024,0.001,0,0,1.84503620259608,0,0.474505806345165,0,0.0684755988469908,0,0,0.0279460945449781,0,8,0.875742495186724,0.001,0.5,0.5,0,-6260.99321461936,-4626.52607861071,-1634.46713600865
4001,2.15252485560209,3.8334891541367,0,0.10351073198867,0,0.782806578481848,0,0.178335873718354,0.0509575261876909,0,12,1.11682084342987,0.001,0,0,1.8066254173676,0,0.481110466143197,0,0.0465196867232362,0,0,0.0331357493530343,0,8,0.887610746625615,0.001,0.5,0.5,0,-6237.49386451172,-4621.70337563708,-1615.79048887464
5001,2.18513201280962,3.57555264273644,0,0.059189881867188,0,0.803430496018217,0,0.237963216808653,0.0174049500285439,0,12,1.1311492759355,0.001,0,0,1.69423981422334,0,0.447941209225576,0,0.0143515179325337,0,0,0.0459000659300053,0,8,0.858611599091528,0.001,0.5,0.5,0,-6268.14753643669,-4578.75297706895,-1689.39455936774
6001,2.19285019693019,3.41480152721573,0,0.0403187958787876,0,0.735543371189076,0,0.207983552172113,0.0176998971186365,0,12,1.07745404905283,0.001,0,0,1.72741425005244,0,0.499230232200963,0,0.0244158058118773,0,0,0.0327771194290042,0,8,0.843394027351437,0.001,0.5,0.5,0,-6215.44219119853,-4622.42300667191,-1593.01918452661
7001,2.27659431898529,3.41209054379235,0,0.0551357129599307,0,0.719254476599168,0,0.217876663629353,0.01845450651391,0,12,1.08974075332924,0.001,0,0,1.88490407918278,0,0.544265631458776,0,0.0202592847138571,0,0,0.0479339108531048,0,8,0.864711203395776,0.001,0.5,0.5,0,-6214.33550245993,-4581.51511369563,-1632.8203887643
8001,2.1471399932983,3.35781186179698,0,0.0744962670914919,0,0.696862376686082,0,0.240884416188366,0.00679796076532255,0,12,1.11212526752651,0.001,0,0,1.75948794828824,0,0.426625686447844,0,0.0338132392487676,0,0,0.0496802095833882,0,8,0.878544654303134,0.001,0.5,0.5,0,-6274.55442063423,-4576.13806218478,-1698.41635844945
9001,2.02225962002466,3.4739232981426,0,0.0883629741022185,0,0.643991433560675,0,0.274363499113611,0.00301454410372297,0,12,1.101838170446,0.001,0,0,1.79885841454176,0,0.446424287495879,0,0.0512724723404149,0,0,0.0399282798981609,0,8,0.887580456795083,0.001,0.5,0.5,0,-6196.5495362092,-4583.96956453471,-1612.57997167449
10001,2.30021057324818,3.44210682519759,0,0.047742459726201,0,0.690032633294137,0,0.294132941496884,0.000730872709031395,0,12,1.09550916736218,0.001,0,0,1.76117749066236,0,0.484201452284523,0,0.0444820022933856,0,0,0.0256859283879684,0,8,0.89280384963401,0.001,0.5,0.5,0,-6214.6213443269,-4585.92875244649,-1628.69259188041
11001,2.07968493738806,3.42824749494682,0,0.0483036167195451,0,0.62429115460355,0,0.25485183295764,0.0152325652199139,0,12,1.13299227388843,0.001,0,0,1.80896664537323,0,0.46049187936682,0,0.0371650595569809,0,0,0.0407190054234993,0,8,0.868244788140965,0.001,0.5,0.5,0,-6222.84960141791,-4575.91693535896,-1646.93266605895
12001,1.97557527314661,3.57899865846607,0,0.054084254926705,0,0.696360828957913,0,0.2384923787381,0.0143165254046471,0,12,1.11711139379515,0.001,0,0,1.61861279529451,0,0.467057076067191,0,0.0451226061538102,0,0,0.009985364150294,0,8,0.848733674505239,0.001,0.5,0.5,0,-6195.81669248058,-4615.89528030367,-1579.92141217692
13001,1.94087720785993,3.56578984094103,0,0.0545265251376537,0,0.699046508321463,0,0.224289294181129,0.0206511369833581,0,12,1.11581285369104,0.001,0,0,1.66952445295095,0,0.422115249855054,0,0.0764276175006901,0,0,0.00580393403966721,0,8,0.897054461286257,0.001,0.5,0.5,0,-6220.10107051806,-4601.34021386569,-1618.76085665237
14001,1.91225482913423,3.88688336800742,0,0.0570483232804968,0,0.635878319953795,0,0.282641218039409,0.024660977011752,0,12,1.1317823950322,0.001,0,0,1.72248371636579,0,0.38877780501586,0,0.0948258393861074,0,0,0.0157152827969343,0,8,0.881268425029859,0.001,0.5,0.5,0,-6269.88280188435,-4619.78382149203,-1650.09898039232
15001,1.8720256047629,3.95740993356631,0,0.0436451442346267,0,0.581676717070056,0,0.424342837181776,0.00247092033606466,0,12,1.05664822278816,0.001,0,0,1.73025576238988,0,0.423167412109433,0,0.0814795207434371,0,0,0.00872035137573446,0,8,0.901979284689383,0.001,0.5,0.5,0,-6146.43012710556,-4599.4900213456,-1546.94010575996
16001,1.74011026914444,3.96310481144776,0,0.014784144461059,0,0.547091705128336,0,0.409067958096216,0.0149521596225137,0,12,1.06880764198479,0.001,0,0,1.69212845886564,0,0.45733045963983,0,0.0657786118650048,0,0,0.00933048843158879,0,8,0.868792039925566,0.001,0.5,0.5,0,-6116.01422022143,-4561.67057333465,-1554.34364688678
17001,1.74561245473482,3.79658602489486,0,0.00822265215409443,0,0.549380594889822,0,0.417880427533899,0.00568363997649837,0,12,1.13568512823214,0.001,0,0,1.67547510498701,0,0.435809986206727,0,0.0799530222773602,0,0,0.00286440400465717,0,8,0.909738801591096,0.001,0.5,0.5,0,-6178.51598336199,-4613.53532843369,-1564.9806549283
18001,1.91933598716533,3.78336471890362,0,0.020604488001153,0,0.580131555712802,0,0.352382210932872,0.00335278255608723,0,12,1.13953025847763,0.001,0,0,1.70765016140015,0,0.427376094839473,0,0.0897417455933643,0,0,0.00566685461178813,0,8,0.881374854876947,0.001,0.5,0.5,0,-6137.09046636365,-4610.0623213382,-1527.02814502545
19001,1.9455413910611,3.72848678341216,0,0.0168736470613372,0,0.606326098294758,0,0.360010782060458,0.00162479848486168,0,12,1.06981022364179,0.001,0,0,1.64546735294052,0,0.386721076275721,0,0.0890509673655397,0,0,0.00108563056062471,0,8,0.880443118942904,0.001,0.5,0.5,0,-6150.63347791258,-4569.20727880602,-1581.42619910656
20001,1.95319104351854,3.74262412123245,0,0.0268271434631664,0,0.630924292827562,0,0.332710027624615,0.0078488986187461,0,12,1.10779263210268,0.001,0,0,1.73867021790803,0,0.434698952144275,0,0.0780365293195515,0,0,0.0102422435482796,0,8,0.890970539318852,0.001,0.5,0.5,0,-6155.1500380922,-4569.31417084963,-1585.83586724257
21001,1.98670859635297,3.79203350338706,0,0.0263020025516888,0,0.646454466874658,0,0.344591833309258,0.00854820740463237,0,12,1.14518476070909,0.001,0,0,1.7127912979693,0,0.40432428405628,0,0.082788028061218,0,0,0.00677584987813324,0,8,0.890232041897059,0.001,0.5,0.5,0,-6161.65000334264,-4592.71989336398,-1568.93010997867
22001,1.98059925268001,3.6577555063028,0,0.0528464111935972,0,0.682181083013314,0,0.34052526857227,0.000368920362119412,0,12,1.13225998368761,0.001,0,0,1.6883671468014,0,0.382790987448609,0,0.0618068922779665,0,0,0.0297616844419696,0,8,0.891205697815744,0.001,0.5,0.5,0,-6244.85392725229,-4576.84283087294,-1668.01109637936
23001,1.97669838389881,3.95498143222597,0,0.059280095247183,0,0.596014250948702,0,0.421878792782591,0.000688774379639887,0,12,1.13136392044001,0.001,0,0,1.79951306078442,0,0.428207291375393,0,0.0713689410493241,0,0,0.0242200769342485,0,8,0.877981877931316,0.001,0.5,0.5,0,-6206.268051534,-4609.52420549639,-1596.7438460376
24001,1.95266570291244,3.82726777314073,0,0.0371587960058875,0,0.601055453275242,0,0.420515393668509,0.000123016344602855,0,12,1.09596368382447,0.001,0,0,1.68717314433529,0,0.432728779424536,0,0.0807409641937603,0,0,0.00769746519604305,0,8,0.879382230771078,0.001,0.5,0.5,0,-6182.75649096754,-4567.38872710174,-1615.3677638658
25001,1.98935650381851,3.84923048473106,0,0.0583093128139679,0,0.555615929515443,0,0.400461254621478,0.00631942262137276,0,12,1.08433019657052,0.001,0,0,1.70935774396004,0,0.443382000813555,0,0.0710340697627275,0,0,0.00887048220019603,0,8,0.889152721590322,0.001,0.5,0.5,0,-6125.33665464391,-4566.62028078207,-1558.71637386183
