samp_no,boost_long,boost_short,boost_delay,antigenic_seniority,wane_long,wane_short,wane_maternal,cr_long,cr_short,min_measurement,max_measurement,obs_sd,fp_rate,antibody_dependent_boosting,boost_long,boost_short,boost_delay,antigenic_seniority,wane_long,wane_short,wane_maternal,cr_long,cr_short,min_measurement,max_measurement,obs_sd,fp_rate,infection_model_prior_shape1,infection_model_prior_shape2,antibody_dependent_boosting,posterior_prob,likelihood,prior_prob
1,1.75253307691935,2.54177330496927,0,0.484438620429308,0,0.459144318174109,0,0.147393684638172,0.033402514992683,0,12,1.01891940888838,0.001,0,0,2.32114284015207,0,0.453673940702383,0,0.418179159700234,0,0,0.0145516853865121,0,8,0.739921841864414,0.001,0.5,0.5,0,-26268.9885315588,-25301.3365164103,-967.652015148436
501,1.63057892330932,4.66080801511371,0,0.414079865982899,0,0.580066210463124,0,0.314643822225257,0.0041907909609574,0,12,1.64872817623789,0.001,0,0,2.21773104888575,0,0.446802141548797,0,0.190017990796767,0,0,0.0202226659740122,0,8,1.03032165272322,0.001,0.5,0.5,0,-6415.84614632856,-4987.79747428875,-1428.04867203981
1001,1.55455180270289,4.98422694884222,0,0.335024685432467,0,0.560178455318585,0,0.757587037905609,0.00653611703531641,0,12,1.22008059122059,0.001,0,0,1.95956364082853,0,0.397310293358877,0,0.160297989738635,0,0,0.0184710537157904,0,8,0.917051002440651,0.001,0.5,0.5,0,-6289.60797289604,-4713.74286279013,-1575.8651101059
1501,1.65541315337781,5.45069400792577,0,0.321563565355079,0,0.576283970257981,0,0.950316238674749,0.000353704864059282,0,12,1.20776543864403,0.001,0,0,1.88476090958115,0,0.367760344104411,0,0.136491383190781,0,0,0.0152024904620177,0,8,0.917051002440651,0.001,0.5,0.5,0,-6252.13979145977,-4648.50225597583,-1603.63753548394
2001,1.62396213686655,5.54860068748448,0,0.286569163693671,0,0.609997419053564,0,0.960394294201866,0.00313995960240992,0,12,1.16160235149164,0.001,0,0,1.8026215523354,0,0.385893334417095,0,0.114907956659062,0,0,0.0135558964753586,0,8,0.917051002440651,0.001,0.5,0.5,0,-6234.03184574512,-4614.09236705436,-1619.93947869076
2501,1.5520145058291,5.36137144640635,0,0.245936578257191,0,0.62184522811861,0,1.12771115052551,0.00310799485294234,0,12,1.16160235149164,0.001,0,0,1.75509656012136,0,0.430588527260981,0,0.0784830222535518,0,0,0.0202627349458805,0,8,0.859677092687705,0.001,0.5,0.5,0,-6244.92190128434,-4591.82334066395,-1653.09856062038
3001,1.50058552743998,5.28162839781515,0,0.229765954495542,0,0.587492713980369,0,1.04373875583811,0.00765073398588104,0,12,1.14095508033308,0.001,0,0,1.72647760647985,0,0.384954863466526,0,0.080376509939812,0,0,0.0158025777541345,0,8,0.883638799853555,0.001,0.5,0.5,0,-6220.88514699525,-4610.2144071717,-1610.67073982356
3501,1.37223347613024,5.34279636451614,0,0.212845895898381,0,0.546753305737762,0,1.13578423056633,0.0107187601992984,0,12,1.15005692711583,0.001,0,0,1.70550377893899,0,0.383090401033893,0,0.0820320278442804,0,0,0.020485158443488,0,8,0.86787800860411,0.001,0.5,0.5,0,-6279.22528208902,-4580.38266610297,-1698.84261598605
4001,1.27606343275036,5.11990665052737,0,0.191823236402404,0,0.510512288681098,0,1.30791838469422,0.0182729392667006,0,12,1.167395129009,0.001,0,0,1.73205028437267,0,0.410181225920082,0,0.0657971440300687,0,0,0.0224993378326919,0,8,0.874953050828792,0.001,0.5,0.5,0,-6205.10545330462,-4615.18848274638,-1589.91697055824
4501,1.21650589426162,5.03978063534248,0,0.182084489641303,0,0.478962361899694,0,1.39280399350896,0.0196946676468829,0,12,1.14731394180598,0.001,0,0,1.65727728043247,0,0.396046176675666,0,0.0749989183642702,0,0,0.0259310212675737,0,8,0.886792428163061,0.001,0.5,0.5,0,-6234.08073527905,-4612.73421495788,-1621.34652032117
