samp_no,chain_no,age,prop,N
625001,2,8,0,235
625001,2,9,0,141
625001,2,10,0,74
625001,2,11,0,21
625001,3,0,0.20121951219512196,656
625001,3,1,0.18445121951219512,656
625001,3,2,0.17611026033690658,653
625001,3,3,0.16018662519440124,643
625001,3,4,0.13980263157894737,608
625001,3,5,0.12177121771217712,542
625001,3,6,0.07111111111111111,450
625001,3,7,0.03206997084548105,343
625001,3,8,0,235
625001,3,9,0,141
625001,3,10,0,74
625001,3,11,0,21
625001,4,0,0.1722560975609756,656
625001,4,1,0.1875,656
625001,4,2,0.16539050535987748,653
625001,4,3,0.16796267496111975,643
625001,4,4,0.15625,608
625001,4,5,0.11992619926199262,542
625001,4,6,0.07555555555555556,450
625001,4,7,0.037900874635568516,343
625001,4,8,0,235
625001,4,9,0,141
625001,4,10,0,74
625001,4,11,0,21
625001,5,0,0.18445121951219512,656
625001,5,1,0.14786585365853658,656
625001,5,2,0.1776416539050536,653
625001,5,3,0.16640746500777606,643
625001,5,4,0.14802631578947367,608
625001,5,5,0.11992619926199262,542
625001,5,6,0.07111111111111111,450
625001,5,7,0.03206997084548105,343
625001,5,8,0,235
625001,5,9,0,141
625001,5,10,0,74
625001,5,11,0,21
630001,1,0,0.17378048780487804,656
630001,1,1,0.18445121951219512,656
630001,1,2,0.1546707503828484,653
630001,1,3,0.17573872472783825,643
630001,1,4,0.14638157894736842,608
630001,1,5,0.11254612546125461,542
630001,1,6,0.08222222222222222,450
630001,1,7,0.037900874635568516,343
630001,1,8,0,235
630001,1,9,0,141
630001,1,10,0,74
630001,1,11,0,21
630001,2,0,0.15853658536585366,656
630001,2,1,0.19359756097560976,656
630001,2,2,0.16539050535987748,653
630001,2,3,0.14618973561430793,643
630001,2,4,0.17269736842105263,608
630001,2,5,0.12361623616236163,542
630001,2,6,0.06444444444444444,450
630001,2,7,0.04081632653061224,343
630001,2,8,0,235
630001,2,9,0,141
630001,2,10,0,74
630001,2,11,0,21
630001,3,0,0.1875,656
630001,3,1,0.15548780487804878,656
630001,3,2,0.1669218989280245,653
630001,3,3,0.16640746500777606,643
630001,3,4,0.13815789473684212,608
630001,3,5,0.11439114391143912,542
630001,3,6,0.08444444444444445,450
630001,3,7,0.037900874635568516,343
630001,3,8,0,235
630001,3,9,0,141
630001,3,10,0,74
630001,3,11,0,21
630001,4,0,0.1875,656
630001,4,1,0.17835365853658536,656
630001,4,2,0.1776416539050536,653
630001,4,3,0.15085536547433903,643
630001,4,4,0.16447368421052633,608
630001,4,5,0.11808118081180811,542
630001,4,6,0.06666666666666667,450
630001,4,7,0.029154518950437316,343
630001,4,8,0,235
630001,4,9,0,141
630001,4,10,0,74
630001,4,11,0,21
630001,5,0,0.1875,656
630001,5,1,0.20121951219512196,656
630001,5,2,0.17151607963246554,653
630001,5,3,0.15552099533437014,643
630001,5,4,0.13980263157894737,608
630001,5,5,0.12730627306273062,542
630001,5,6,0.08,450
630001,5,7,0.029154518950437316,343
630001,5,8,0,235
630001,5,9,0,141
630001,5,10,0,74
630001,5,11,0,21
635001,1,0,0.16310975609756098,656
635001,1,1,0.1798780487804878,656
635001,1,2,0.16232771822358347,653
635001,1,3,0.16485225505443235,643
635001,1,4,0.14144736842105263,608
635001,1,5,0.12177121771217712,542
635001,1,6,0.07777777777777778,450
635001,1,7,0.026239067055393587,343
635001,1,8,0,235
635001,1,9,0,141
635001,1,10,0,74
635001,1,11,0,21
635001,2,0,0.17682926829268292,656
635001,2,1,0.18902439024390244,656
635001,2,2,0.16998468606431852,653
635001,2,3,0.17262830482115085,643
635001,2,4,0.15296052631578946,608
635001,2,5,0.12361623616236163,542
635001,2,6,0.07333333333333333,450
635001,2,7,0.037900874635568516,343
635001,2,8,0,235
635001,2,9,0,141
635001,2,10,0,74
635001,2,11,0,21
635001,3,0,0.1600609756097561,656
635001,3,1,0.1875,656
635001,3,2,0.1883614088820827,653
635001,3,3,0.14930015552099535,643
635001,3,4,0.14144736842105263,608
635001,3,5,0.11254612546125461,542
635001,3,6,0.07111111111111111,450
635001,3,7,0.04081632653061224,343
635001,3,8,0,235
635001,3,9,0,141
635001,3,10,0,74
635001,3,11,0,21
635001,4,0,0.17378048780487804,656
635001,4,1,0.1798780487804878,656
635001,4,2,0.16845329249617153,653
635001,4,3,0.15085536547433903,643
635001,4,4,0.14144736842105263,608
635001,4,5,0.11808118081180811,542
635001,4,6,0.07777777777777778,450
635001,4,7,0.037900874635568516,343
635001,4,8,0,235
635001,4,9,0,141
635001,4,10,0,74
635001,4,11,0,21
635001,5,0,0.17682926829268292,656
635001,5,1,0.1676829268292683,656
635001,5,2,0.16845329249617153,653
635001,5,3,0.15241057542768274,643
635001,5,4,0.15296052631578946,608
635001,5,5,0.11439114391143912,542
635001,5,6,0.06888888888888889,450
635001,5,7,0.037900874635568516,343
635001,5,8,0,235
635001,5,9,0,141
635001,5,10,0,74
635001,5,11,0,21
640001,1,0,0.17682926829268292,656
640001,1,1,0.20121951219512196,656
640001,1,2,0.17304747320061256,653
640001,1,3,0.14930015552099535,643
640001,1,4,0.14802631578947367,608
640001,1,5,0.12177121771217712,542
640001,1,6,0.08222222222222222,450
640001,1,7,0.04081632653061224,343
640001,1,8,0,235
640001,1,9,0,141
640001,1,10,0,74
640001,1,11,0,21
640001,2,0,0.16158536585365854,656
640001,2,1,0.1875,656
640001,2,2,0.17611026033690658,653
640001,2,3,0.15863141524105753,643
640001,2,4,0.14802631578947367,608
640001,2,5,0.12546125461254612,542
640001,2,6,0.08444444444444445,450
640001,2,7,0.029154518950437316,343
640001,2,8,0,235
640001,2,9,0,141
640001,2,10,0,74
640001,2,11,0,21
640001,3,0,0.14786585365853658,656
640001,3,1,0.16920731707317074,656
640001,3,2,0.15926493108728942,653
640001,3,3,0.13841368584758942,643
640001,3,4,0.12828947368421054,608
640001,3,5,0.11439114391143912,542
640001,3,6,0.08222222222222222,450
640001,3,7,0.03206997084548105,343
640001,3,8,0,235
640001,3,9,0,141
640001,3,10,0,74
640001,3,11,0,21
640001,4,0,0.1798780487804878,656
640001,4,1,0.16920731707317074,656
640001,4,2,0.17304747320061256,653
640001,4,3,0.15085536547433903,643
640001,4,4,0.13980263157894737,608
640001,4,5,0.12730627306273062,542
640001,4,6,0.07333333333333333,450
640001,4,7,0.026239067055393587,343
640001,4,8,0,235
640001,4,9,0,141
640001,4,10,0,74
640001,4,11,0,21
640001,5,0,0.17073170731707318,656
640001,5,1,0.17073170731707318,656
640001,5,2,0.19448698315467075,653
640001,5,3,0.16796267496111975,643
640001,5,4,0.14144736842105263,608
640001,5,5,0.11439114391143912,542
640001,5,6,0.08,450
640001,5,7,0.03498542274052478,343
640001,5,8,0,235
640001,5,9,0,141
640001,5,10,0,74
640001,5,11,0,21
645001,1,0,0.17073170731707318,656
645001,1,1,0.17682926829268292,656
645001,1,2,0.15773353751914243,653
645001,1,3,0.14930015552099535,643
645001,1,4,0.13486842105263158,608
645001,1,5,0.12915129151291513,542
645001,1,6,0.07555555555555556,450
645001,1,7,0.029154518950437316,343
645001,1,8,0,235
645001,1,9,0,141
645001,1,10,0,74
645001,1,11,0,21
645001,2,0,0.18445121951219512,656
645001,2,1,0.17682926829268292,656
645001,2,2,0.1776416539050536,653
645001,2,3,0.15863141524105753,643
645001,2,4,0.14473684210526316,608
645001,2,5,0.11254612546125461,542
645001,2,6,0.07555555555555556,450
645001,2,7,0.03498542274052478,343
645001,2,8,0,235
645001,2,9,0,141
645001,2,10,0,74
645001,2,11,0,21
645001,3,0,0.1676829268292683,656
645001,3,1,0.16920731707317074,656
645001,3,2,0.16998468606431852,653
645001,3,3,0.15552099533437014,643
645001,3,4,0.1513157894736842,608
645001,3,5,0.11623616236162361,542
645001,3,6,0.07555555555555556,450
645001,3,7,0.03498542274052478,343
645001,3,8,0,235
645001,3,9,0,141
645001,3,10,0,74
645001,3,11,0,21
645001,4,0,0.1600609756097561,656
645001,4,1,0.17835365853658536,656
645001,4,2,0.1883614088820827,653
645001,4,3,0.16018662519440124,643
645001,4,4,0.15625,608
645001,4,5,0.12546125461254612,542
645001,4,6,0.07111111111111111,450
645001,4,7,0.03206997084548105,343
645001,4,8,0,235
645001,4,9,0,141
645001,4,10,0,74
645001,4,11,0,21
645001,5,0,0.15396341463414634,656
645001,5,1,0.17530487804878048,656
645001,5,2,0.17611026033690658,653
645001,5,3,0.14774494556765164,643
645001,5,4,0.14802631578947367,608
645001,5,5,0.11992619926199262,542
645001,5,6,0.07555555555555556,450
645001,5,7,0.037900874635568516,343
645001,5,8,0,235
645001,5,9,0,141
645001,5,10,0,74
645001,5,11,0,21
650001,1,0,0.16158536585365854,656
650001,1,1,0.1875,656
650001,1,2,0.17304747320061256,653
650001,1,3,0.17262830482115085,643
650001,1,4,0.13157894736842105,608
650001,1,5,0.12177121771217712,542
650001,1,6,0.07333333333333333,450
650001,1,7,0.04664723032069971,343
650001,1,8,0,235
650001,1,9,0,141
650001,1,10,0,74
650001,1,11,0,21
650001,2,0,0.17835365853658536,656
650001,2,1,0.18902439024390244,656
650001,2,2,0.1807044410413476,653
650001,2,3,0.15241057542768274,643
650001,2,4,0.15296052631578946,608
650001,2,5,0.09778597785977859,542
650001,2,6,0.08222222222222222,450
650001,2,7,0.03206997084548105,343
650001,2,8,0,235
650001,2,9,0,141
650001,2,10,0,74
650001,2,11,0,21
650001,3,0,0.16920731707317074,656
650001,3,1,0.17378048780487804,656
650001,3,2,0.1807044410413476,653
650001,3,3,0.16796267496111975,643
650001,3,4,0.16282894736842105,608
650001,3,5,0.12177121771217712,542
650001,3,6,0.07555555555555556,450
650001,3,7,0.03498542274052478,343
650001,3,8,0,235
650001,3,9,0,141
650001,3,10,0,74
650001,3,11,0,21
650001,4,0,0.1676829268292683,656
650001,4,1,0.1798780487804878,656
650001,4,2,0.15007656967840735,653
650001,4,3,0.13841368584758942,643
650001,4,4,0.15296052631578946,608
650001,4,5,0.11254612546125461,542
650001,4,6,0.07777777777777778,450
650001,4,7,0.03498542274052478,343
650001,4,8,0,235
650001,4,9,0,141
650001,4,10,0,74
650001,4,11,0,21
650001,5,0,0.18292682926829268,656
650001,5,1,0.17073170731707318,656
650001,5,2,0.19754977029096477,653
650001,5,3,0.14774494556765164,643
650001,5,4,0.16447368421052633,608
650001,5,5,0.11992619926199262,542
650001,5,6,0.06666666666666667,450
650001,5,7,0.03498542274052478,343
650001,5,8,0,235
650001,5,9,0,141
650001,5,10,0,74
650001,5,11,0,21
655001,1,0,0.16310975609756098,656
655001,1,1,0.16463414634146342,656
655001,1,2,0.1807044410413476,653
655001,1,3,0.16018662519440124,643
655001,1,4,0.14638157894736842,608
655001,1,5,0.10516605166051661,542
655001,1,6,0.06666666666666667,450
655001,1,7,0.043731778425655975,343
655001,1,8,0,235
655001,1,9,0,141
655001,1,10,0,74
655001,1,11,0,21
655001,2,0,0.1722560975609756,656
655001,2,1,0.16615853658536586,656
655001,2,2,0.17611026033690658,653
655001,2,3,0.14774494556765164,643
655001,2,4,0.14638157894736842,608
655001,2,5,0.11623616236162361,542
655001,2,6,0.08444444444444445,450
655001,2,7,0.03206997084548105,343
655001,2,8,0,235
655001,2,9,0,141
655001,2,10,0,74
655001,2,11,0,21
655001,3,0,0.17378048780487804,656
655001,3,1,0.18445121951219512,656
655001,3,2,0.16539050535987748,653
655001,3,3,0.16796267496111975,643
655001,3,4,0.13815789473684212,608
655001,3,5,0.11992619926199262,542
655001,3,6,0.08666666666666667,450
655001,3,7,0.023323615160349854,343
655001,3,8,0,235
655001,3,9,0,141
655001,3,10,0,74
655001,3,11,0,21
655001,4,0,0.17530487804878048,656
655001,4,1,0.17835365853658536,656
655001,4,2,0.17611026033690658,653
655001,4,3,0.16951788491446346,643
655001,4,4,0.12171052631578948,608
655001,4,5,0.11439114391143912,542
655001,4,6,0.07555555555555556,450
655001,4,7,0.03206997084548105,343
655001,4,8,0,235
655001,4,9,0,141
655001,4,10,0,74
655001,4,11,0,21
655001,5,0,0.1875,656
655001,5,1,0.18292682926829268,656
655001,5,2,0.1807044410413476,653
655001,5,3,0.15863141524105753,643
655001,5,4,0.14802631578947367,608
655001,5,5,0.0940959409594096,542
655001,5,6,0.07555555555555556,450
655001,5,7,0.037900874635568516,343
655001,5,8,0,235
655001,5,9,0,141
655001,5,10,0,74
655001,5,11,0,21
660001,1,0,0.18140243902439024,656
660001,1,1,0.18292682926829268,656
660001,1,2,0.1883614088820827,653
660001,1,3,0.17729393468118196,643
660001,1,4,0.13980263157894737,608
660001,1,5,0.1088560885608856,542
660001,1,6,0.07777777777777778,450
660001,1,7,0.037900874635568516,343
660001,1,8,0,235
660001,1,9,0,141
660001,1,10,0,74
660001,1,11,0,21
660001,2,0,0.20121951219512196,656
660001,2,1,0.16920731707317074,656
660001,2,2,0.16232771822358347,653
660001,2,3,0.16640746500777606,643
660001,2,4,0.14473684210526316,608
660001,2,5,0.11808118081180811,542
660001,2,6,0.07555555555555556,450
660001,2,7,0.029154518950437316,343
660001,2,8,0,235
660001,2,9,0,141
660001,2,10,0,74
660001,2,11,0,21
660001,3,0,0.1798780487804878,656
660001,3,1,0.16310975609756098,656
660001,3,2,0.17304747320061256,653
660001,3,3,0.14774494556765164,643
660001,3,4,0.15625,608
660001,3,5,0.11439114391143912,542
660001,3,6,0.07333333333333333,450
660001,3,7,0.03498542274052478,343
660001,3,8,0,235
660001,3,9,0,141
660001,3,10,0,74
660001,3,11,0,21
660001,4,0,0.1951219512195122,656
660001,4,1,0.18292682926829268,656
660001,4,2,0.17304747320061256,653
660001,4,3,0.15863141524105753,643
660001,4,4,0.13980263157894737,608
660001,4,5,0.11808118081180811,542
660001,4,6,0.07111111111111111,450
660001,4,7,0.037900874635568516,343
660001,4,8,0,235
660001,4,9,0,141
660001,4,10,0,74
660001,4,11,0,21
660001,5,0,0.1676829268292683,656
660001,5,1,0.17378048780487804,656
660001,5,2,0.18223583460949463,653
660001,5,3,0.17729393468118196,643
660001,5,4,0.14967105263157895,608
660001,5,5,0.11254612546125461,542
660001,5,6,0.07333333333333333,450
660001,5,7,0.03498542274052478,343
660001,5,8,0,235
660001,5,9,0,141
660001,5,10,0,74
660001,5,11,0,21
665001,1,0,0.21951219512195122,656
665001,1,1,0.18902439024390244,656
665001,1,2,0.1883614088820827,653
665001,1,3,0.1368584758942457,643
665001,1,4,0.14309210526315788,608
665001,1,5,0.12177121771217712,542
665001,1,6,0.07777777777777778,450
665001,1,7,0.03498542274052478,343
665001,1,8,0,235
665001,1,9,0,141
665001,1,10,0,74
665001,1,11,0,21
665001,2,0,0.18140243902439024,656
665001,2,1,0.20121951219512196,656
665001,2,2,0.16845329249617153,653
665001,2,3,0.16796267496111975,643
665001,2,4,0.14473684210526316,608
665001,2,5,0.11439114391143912,542
665001,2,6,0.09333333333333334,450
665001,2,7,0.029154518950437316,343
665001,2,8,0,235
665001,2,9,0,141
665001,2,10,0,74
665001,2,11,0,21
665001,3,0,0.16920731707317074,656
665001,3,1,0.19359756097560976,656
665001,3,2,0.16998468606431852,653
665001,3,3,0.16485225505443235,643
665001,3,4,0.13486842105263158,608
665001,3,5,0.13284132841328414,542
665001,3,6,0.07555555555555556,450
665001,3,7,0.03498542274052478,343
665001,3,8,0,235
665001,3,9,0,141
665001,3,10,0,74
665001,3,11,0,21
665001,4,0,0.1951219512195122,656
665001,4,1,0.17378048780487804,656
665001,4,2,0.17457886676875958,653
665001,4,3,0.15863141524105753,643
665001,4,4,0.14144736842105263,608
665001,4,5,0.11623616236162361,542
665001,4,6,0.08,450
665001,4,7,0.029154518950437316,343
665001,4,8,0,235
665001,4,9,0,141
665001,4,10,0,74
665001,4,11,0,21
665001,5,0,0.19359756097560976,656
665001,5,1,0.16158536585365854,656
665001,5,2,0.1669218989280245,653
665001,5,3,0.16174183514774496,643
665001,5,4,0.13651315789473684,608
665001,5,5,0.1070110701107011,542
665001,5,6,0.08666666666666667,450
665001,5,7,0.029154518950437316,343
665001,5,8,0,235
665001,5,9,0,141
665001,5,10,0,74
665001,5,11,0,21
670001,1,0,0.16158536585365854,656
670001,1,1,0.18597560975609756,656
670001,1,2,0.18223583460949463,653
670001,1,3,0.17729393468118196,643
670001,1,4,0.13322368421052633,608
670001,1,5,0.1070110701107011,542
670001,1,6,0.08888888888888889,450
670001,1,7,0.03206997084548105,343
670001,1,8,0,235
670001,1,9,0,141
670001,1,10,0,74
670001,1,11,0,21
670001,2,0,0.17530487804878048,656
670001,2,1,0.17378048780487804,656
670001,2,2,0.18223583460949463,653
670001,2,3,0.16329704510108864,643
670001,2,4,0.13157894736842105,608
670001,2,5,0.12177121771217712,542
670001,2,6,0.08,450
670001,2,7,0.03206997084548105,343
670001,2,8,0,235
670001,2,9,0,141
670001,2,10,0,74
670001,2,11,0,21
670001,3,0,0.1524390243902439,656
670001,3,1,0.15853658536585366,656
670001,3,2,0.18529862174578868,653
670001,3,3,0.14930015552099535,643
670001,3,4,0.13651315789473684,608
670001,3,5,0.11808118081180811,542
670001,3,6,0.07555555555555556,450
670001,3,7,0.037900874635568516,343
670001,3,8,0,235
670001,3,9,0,141
670001,3,10,0,74
670001,3,11,0,21
670001,4,0,0.1798780487804878,656
670001,4,1,0.17378048780487804,656
670001,4,2,0.16079632465543645,653
670001,4,3,0.15863141524105753,643
670001,4,4,0.15460526315789475,608
670001,4,5,0.11439114391143912,542
670001,4,6,0.07777777777777778,450
670001,4,7,0.023323615160349854,343
670001,4,8,0,235
670001,4,9,0,141
670001,4,10,0,74
670001,4,11,0,21
670001,5,0,0.1676829268292683,656
670001,5,1,0.18597560975609756,656
670001,5,2,0.17304747320061256,653
670001,5,3,0.16485225505443235,643
670001,5,4,0.14144736842105263,608
670001,5,5,0.11070110701107011,542
670001,5,6,0.09111111111111111,450
670001,5,7,0.03206997084548105,343
670001,5,8,0,235
670001,5,9,0,141
670001,5,10,0,74
670001,5,11,0,21
675001,1,0,0.20426829268292682,656
675001,1,1,0.20579268292682926,656
675001,1,2,0.16998468606431852,653
675001,1,3,0.16329704510108864,643
675001,1,4,0.15953947368421054,608
675001,1,5,0.09778597785977859,542
675001,1,6,0.08666666666666667,450
675001,1,7,0.03498542274052478,343
675001,1,8,0,235
675001,1,9,0,141
675001,1,10,0,74
675001,1,11,0,21
675001,2,0,0.1722560975609756,656
675001,2,1,0.18140243902439024,656
675001,2,2,0.16998468606431852,653
675001,2,3,0.15863141524105753,643
675001,2,4,0.17269736842105263,608
675001,2,5,0.1033210332103321,542
675001,2,6,0.08222222222222222,450
675001,2,7,0.026239067055393587,343
675001,2,8,0,235
675001,2,9,0,141
675001,2,10,0,74
675001,2,11,0,21
675001,3,0,0.18597560975609756,656
675001,3,1,0.18445121951219512,656
675001,3,2,0.16079632465543645,653
675001,3,3,0.16018662519440124,643
675001,3,4,0.15953947368421054,608
675001,3,5,0.1033210332103321,542
675001,3,6,0.07111111111111111,450
675001,3,7,0.037900874635568516,343
675001,3,8,0,235
675001,3,9,0,141
675001,3,10,0,74
675001,3,11,0,21
675001,4,0,0.17378048780487804,656
675001,4,1,0.1951219512195122,656
675001,4,2,0.17304747320061256,653
675001,4,3,0.15085536547433903,643
675001,4,4,0.15789473684210525,608
675001,4,5,0.1088560885608856,542
675001,4,6,0.08,450
675001,4,7,0.029154518950437316,343
675001,4,8,0,235
675001,4,9,0,141
675001,4,10,0,74
675001,4,11,0,21
675001,5,0,0.18292682926829268,656
675001,5,1,0.1600609756097561,656
675001,5,2,0.17457886676875958,653
675001,5,3,0.15085536547433903,643
675001,5,4,0.14802631578947367,608
675001,5,5,0.12546125461254612,542
675001,5,6,0.06666666666666667,450
675001,5,7,0.04081632653061224,343
675001,5,8,0,235
675001,5,9,0,141
675001,5,10,0,74
675001,5,11,0,21
680001,1,0,0.17682926829268292,656
680001,1,1,0.1600609756097561,656
680001,1,2,0.18223583460949463,653
680001,1,3,0.15552099533437014,643
680001,1,4,0.16447368421052633,608
680001,1,5,0.11439114391143912,542
680001,1,6,0.07777777777777778,450
680001,1,7,0.03498542274052478,343
680001,1,8,0,235
680001,1,9,0,141
680001,1,10,0,74
680001,1,11,0,21
680001,2,0,0.2027439024390244,656
680001,2,1,0.18445121951219512,656
680001,2,2,0.15313935681470137,653
680001,2,3,0.16018662519440124,643
680001,2,4,0.15625,608
680001,2,5,0.10516605166051661,542
680001,2,6,0.07555555555555556,450
680001,2,7,0.03206997084548105,343
680001,2,8,0,235
680001,2,9,0,141
680001,2,10,0,74
680001,2,11,0,21
680001,3,0,0.16158536585365854,656
680001,3,1,0.1722560975609756,656
680001,3,2,0.17611026033690658,653
680001,3,3,0.16796267496111975,643
680001,3,4,0.14638157894736842,608
680001,3,5,0.11254612546125461,542
680001,3,6,0.07555555555555556,450
680001,3,7,0.029154518950437316,343
680001,3,8,0,235
680001,3,9,0,141
680001,3,10,0,74
680001,3,11,0,21
680001,4,0,0.16158536585365854,656
680001,4,1,0.18292682926829268,656
680001,4,2,0.18223583460949463,653
680001,4,3,0.15863141524105753,643
680001,4,4,0.13322368421052633,608
680001,4,5,0.11439114391143912,542
680001,4,6,0.08,450
680001,4,7,0.03498542274052478,343
680001,4,8,0,235
680001,4,9,0,141
680001,4,10,0,74
680001,4,11,0,21
680001,5,0,0.19664634146341464,656
680001,5,1,0.2073170731707317,656
680001,5,2,0.18989280245022971,653
680001,5,3,0.13996889580093314,643
680001,5,4,0.14638157894736842,608
680001,5,5,0.12177121771217712,542
680001,5,6,0.057777777777777775,450
680001,5,7,0.029154518950437316,343
680001,5,8,0,235
680001,5,9,0,141
680001,5,10,0,74
680001,5,11,0,21
685001,1,0,0.18292682926829268,656
685001,1,1,0.19817073170731708,656
685001,1,2,0.1669218989280245,653
685001,1,3,0.17107309486780714,643
685001,1,4,0.14638157894736842,608
685001,1,5,0.11070110701107011,542
685001,1,6,0.08,450
685001,1,7,0.029154518950437316,343
685001,1,8,0,235
685001,1,9,0,141
685001,1,10,0,74
685001,1,11,0,21
685001,2,0,0.1798780487804878,656
685001,2,1,0.17835365853658536,656
685001,2,2,0.15313935681470137,653
685001,2,3,0.13996889580093314,643
685001,2,4,0.15953947368421054,608
685001,2,5,0.1070110701107011,542
685001,2,6,0.07777777777777778,450
685001,2,7,0.03498542274052478,343
685001,2,8,0,235
685001,2,9,0,141
685001,2,10,0,74
685001,2,11,0,21
685001,3,0,0.17530487804878048,656
685001,3,1,0.16463414634146342,656
685001,3,2,0.1546707503828484,653
685001,3,3,0.16796267496111975,643
685001,3,4,0.14309210526315788,608
685001,3,5,0.12177121771217712,542
685001,3,6,0.06,450
685001,3,7,0.03498542274052478,343
685001,3,8,0,235
685001,3,9,0,141
685001,3,10,0,74
685001,3,11,0,21
685001,4,0,0.17073170731707318,656
685001,4,1,0.17835365853658536,656
685001,4,2,0.16232771822358347,653
685001,4,3,0.18195956454121306,643
685001,4,4,0.14473684210526316,608
685001,4,5,0.1070110701107011,542
685001,4,6,0.07333333333333333,450
685001,4,7,0.04081632653061224,343
685001,4,8,0,235
685001,4,9,0,141
685001,4,10,0,74
685001,4,11,0,21
685001,5,0,0.17073170731707318,656
685001,5,1,0.1798780487804878,656
685001,5,2,0.17304747320061256,653
685001,5,3,0.17262830482115085,643
685001,5,4,0.16776315789473684,608
685001,5,5,0.11992619926199262,542
685001,5,6,0.06666666666666667,450
685001,5,7,0.03206997084548105,343
685001,5,8,0,235
685001,5,9,0,141
685001,5,10,0,74
685001,5,11,0,21
690001,1,0,0.19664634146341464,656
690001,1,1,0.18445121951219512,656
690001,1,2,0.1669218989280245,653
690001,1,3,0.17418351477449456,643
690001,1,4,0.1611842105263158,608
690001,1,5,0.12177121771217712,542
690001,1,6,0.06888888888888889,450
690001,1,7,0.029154518950437316,343
690001,1,8,0,235
690001,1,9,0,141
690001,1,10,0,74
690001,1,11,0,21
690001,2,0,0.15853658536585366,656
690001,2,1,0.17682926829268292,656
690001,2,2,0.18529862174578868,653
690001,2,3,0.14930015552099535,643
690001,2,4,0.14967105263157895,608
690001,2,5,0.12177121771217712,542
690001,2,6,0.08,450
690001,2,7,0.03206997084548105,343
690001,2,8,0,235
690001,2,9,0,141
690001,2,10,0,74
690001,2,11,0,21
690001,3,0,0.1676829268292683,656
690001,3,1,0.1951219512195122,656
690001,3,2,0.18529862174578868,653
690001,3,3,0.16640746500777606,643
690001,3,4,0.15789473684210525,608
690001,3,5,0.11254612546125461,542
690001,3,6,0.06666666666666667,450
690001,3,7,0.04081632653061224,343
690001,3,8,0,235
690001,3,9,0,141
690001,3,10,0,74
690001,3,11,0,21
690001,4,0,0.17835365853658536,656
690001,4,1,0.18140243902439024,656
690001,4,2,0.1776416539050536,653
690001,4,3,0.16018662519440124,643
690001,4,4,0.13980263157894737,608
690001,4,5,0.11992619926199262,542
690001,4,6,0.07555555555555556,450
690001,4,7,0.03206997084548105,343
690001,4,8,0,235
690001,4,9,0,141
690001,4,10,0,74
690001,4,11,0,21
690001,5,0,0.18140243902439024,656
690001,5,1,0.18445121951219512,656
690001,5,2,0.17151607963246554,653
690001,5,3,0.15707620528771385,643
690001,5,4,0.14802631578947367,608
690001,5,5,0.11439114391143912,542
690001,5,6,0.08,450
690001,5,7,0.023323615160349854,343
690001,5,8,0,235
690001,5,9,0,141
690001,5,10,0,74
690001,5,11,0,21
695001,1,0,0.17378048780487804,656
695001,1,1,0.17378048780487804,656
695001,1,2,0.14241960183767227,653
695001,1,3,0.16018662519440124,643
695001,1,4,0.15789473684210525,608
695001,1,5,0.11070110701107011,542
695001,1,6,0.07111111111111111,450
695001,1,7,0.029154518950437316,343
695001,1,8,0,235
695001,1,9,0,141
695001,1,10,0,74
695001,1,11,0,21
695001,2,0,0.16920731707317074,656
695001,2,1,0.17835365853658536,656
695001,2,2,0.16232771822358347,653
695001,2,3,0.16174183514774496,643
695001,2,4,0.14967105263157895,608
695001,2,5,0.12177121771217712,542
695001,2,6,0.07555555555555556,450
695001,2,7,0.029154518950437316,343
695001,2,8,0,235
695001,2,9,0,141
695001,2,10,0,74
695001,2,11,0,21
695001,3,0,0.17073170731707318,656
695001,3,1,0.18140243902439024,656
695001,3,2,0.1439509954058193,653
695001,3,3,0.17418351477449456,643
695001,3,4,0.14638157894736842,608
695001,3,5,0.11992619926199262,542
695001,3,6,0.06444444444444444,450
695001,3,7,0.037900874635568516,343
695001,3,8,0,235
695001,3,9,0,141
695001,3,10,0,74
695001,3,11,0,21
695001,4,0,0.1600609756097561,656
695001,4,1,0.1676829268292683,656
695001,4,2,0.17151607963246554,653
695001,4,3,0.15707620528771385,643
695001,4,4,0.16611842105263158,608
695001,4,5,0.1033210332103321,542
695001,4,6,0.06888888888888889,450
695001,4,7,0.04081632653061224,343
695001,4,8,0,235
695001,4,9,0,141
695001,4,10,0,74
695001,4,11,0,21
695001,5,0,0.1600609756097561,656
695001,5,1,0.1798780487804878,656
695001,5,2,0.17304747320061256,653
695001,5,3,0.14463452566096424,643
695001,5,4,0.14802631578947367,608
695001,5,5,0.11992619926199262,542
695001,5,6,0.08444444444444445,450
695001,5,7,0.03206997084548105,343
695001,5,8,0,235
695001,5,9,0,141
695001,5,10,0,74
695001,5,11,0,21
700001,1,0,0.16920731707317074,656
700001,1,1,0.1875,656
700001,1,2,0.18223583460949463,653
700001,1,3,0.14463452566096424,643
700001,1,4,0.1299342105263158,608
700001,1,5,0.14022140221402213,542
700001,1,6,0.06444444444444444,450
700001,1,7,0.03498542274052478,343
700001,1,8,0,235
700001,1,9,0,141
700001,1,10,0,74
700001,1,11,0,21
700001,2,0,0.19054878048780488,656
700001,2,1,0.19054878048780488,656
700001,2,2,0.14854517611026033,653
700001,2,3,0.14463452566096424,643
700001,2,4,0.16282894736842105,608
700001,2,5,0.11992619926199262,542
700001,2,6,0.08,450
