samp_no,biomarker_group,name,value,name_key,biomarker_group_label,label,min_value,max_value
388281,1,boost_long,1.1346351876030343,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
711158,1,boost_long,1.5001908412312566,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
778559,1,boost_long,1.4630677292028378,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
848369,1,boost_long,2.2578768838708703,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
205441,1,boost_long,1.9484257984126372,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
111143,1,boost_long,1.7356553195602253,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
488382,1,boost_long,1.4339168162437623,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
600855,1,boost_long,2.100084984951797,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
664198,1,boost_long,2.233485543575224,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
507756,1,boost_long,2.0792113994794454,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
923781,1,boost_long,2.291101017832013,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
137802,1,boost_long,2.291014254603869,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
330465,1,boost_long,1.071977024160686,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
703590,1,boost_long,2.074532525865951,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
225393,1,boost_long,1.5962038945893084,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
665277,1,boost_long,2.091856316479043,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
666424,1,boost_long,2.2387403726862,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
751054,1,boost_long,1.3431353056789799,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
937361,1,boost_long,2.194065768528742,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
805589,1,boost_long,2.1554004358941214,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
542582,1,boost_long,1.8708601978299182,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
290223,1,boost_long,2.3563752241854687,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
857025,1,boost_long,2.2443122483024847,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
592432,1,boost_long,1.6381730267565993,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
195227,1,boost_long,1.5043783058693778,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
854615,1,boost_long,1.8076950453310918,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
118387,1,boost_long,1.614480468735343,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
674192,1,boost_long,2.111414147588446,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
874687,1,boost_long,1.2199556705972905,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
669879,1,boost_long,2.405090900441929,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
168064,1,boost_long,2.2652251079641066,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
810889,1,boost_long,1.098394447925132,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
311456,1,boost_long,1.6590056221572487,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
7461,1,boost_long,1.4648584627159058,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
672973,1,boost_long,1.0516171734723994,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
108113,1,boost_long,1.621960824401795,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
293502,1,boost_long,1.7475519940312658,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
202206,1,boost_long,1.854224930967874,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
629215,1,boost_long,1.380422562295577,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
417775,1,boost_long,2.2078619487120767,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
736483,1,boost_long,1.8531586611545467,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
214476,1,boost_long,1.1401974856574566,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
142853,1,boost_long,2.0771143730849597,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
769233,1,boost_long,2.3333606443556,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
408163,1,boost_long,2.008344052111226,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
490532,1,boost_long,1.8073164348248238,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
707218,1,boost_long,1.9202119719834925,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
706878,1,boost_long,1.0786213976810786,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
546446,1,boost_long,1.786115640310746,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
607173,1,boost_long,2.1991696734575186,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
216223,1,boost_long,1.432470504255556,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
146085,1,boost_long,1.48010730977519,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
113636,1,boost_long,1.823792688421474,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
415721,1,boost_long,1.0709153298700043,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
244422,1,boost_long,2.204666863273353,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
332168,1,boost_long,1.3159943118139497,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
925984,1,boost_long,1.333333485257681,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
793815,1,boost_long,1.1629990567945785,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
87973,1,boost_long,1.7479053582514206,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
702192,1,boost_long,2.390181612167603,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
151204,1,boost_long,1.3735553590331424,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
921242,1,boost_long,1.159696155239405,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
786679,1,boost_long,2.210310511907684,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
252111,1,boost_long,2.071368855031874,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
686815,1,boost_long,1.3678574764773663,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
733865,1,boost_long,1.9431531156586066,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
977107,1,boost_long,1.2083455919248403,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
811842,1,boost_long,1.3282745918714318,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
676851,1,boost_long,2.173186895232541,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
548316,1,boost_long,1.5780017380523435,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
885356,1,boost_long,1.0939624924206828,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
508091,1,boost_long,1.0541446126242686,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
159034,1,boost_long,1.9788300480098056,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
649851,1,boost_long,1.282814779179498,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
550921,1,boost_long,2.2591820052845195,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
326571,1,boost_long,1.9013138584598899,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
149572,1,boost_long,1.858686829819206,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
695382,1,boost_long,1.8788247048759437,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
477932,1,boost_long,1.7094554365504275,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
415204,1,boost_long,1.6626737535227725,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
744264,1,boost_long,1.6177895023843611,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
134295,1,boost_long,2.126369694772891,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
267522,1,boost_long,1.2962789968650756,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
938253,1,boost_long,2.283615784999305,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
219700,1,boost_long,1.9750347865531637,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
666131,1,boost_long,2.17505257874437,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
442075,1,boost_long,1.8171130779544729,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
711591,1,boost_long,1.7925993477484272,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
419796,1,boost_long,1.995772672771246,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
966028,1,boost_long,1.0839135381023146,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
483291,1,boost_long,1.3194466349564868,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
969682,1,boost_long,2.3771273853308825,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
419036,1,boost_long,1.7555406962617877,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
819085,1,boost_long,1.2051053836039383,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
129564,1,boost_long,1.5615626308957562,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
344583,1,boost_long,2.1766411005127604,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
815591,1,boost_long,1.687900734685949,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
549946,1,boost_long,1.607792638099472,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
96169,1,boost_long,2.335261249742277,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
101611,1,boost_long,1.5395220518375254,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
146766,1,boost_long,1.9040853893552356,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
386912,1,boost_long,1.6052153451815097,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
768206,1,boost_long,1.5595673309465448,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
71198,1,boost_long,1.9319267957489095,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
560386,1,boost_long,1.6454972216822628,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
117761,1,boost_long,1.0613294507715831,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
642554,1,boost_long,2.3856321930482247,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
131310,1,boost_long,2.2161760840103857,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
407625,1,boost_long,1.1403781595143012,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
822409,1,boost_long,2.284687942131504,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
120111,1,boost_long,1.9593433697069882,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
115022,1,boost_long,1.670330072615798,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
389676,1,boost_long,1.8738237230791295,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
356954,1,boost_long,1.7452302290472113,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
712783,1,boost_long,1.6981822775916264,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
820749,1,boost_long,1.2318303413375162,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
527308,1,boost_long,1.6892190155170708,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
341942,1,boost_long,1.8215733554759628,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
144574,1,boost_long,1.817036025648215,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
486375,1,boost_long,1.285751357018726,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
264079,1,boost_long,1.8835770900765332,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
867828,1,boost_long,1.068909708931736,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
604146,1,boost_long,1.7419169660053198,Long-term boost,IC50,"Long-term boost
(IC50)",1.11349782485552,2.18863929294668
