population_group,time,samp_no,chain_no,V1,taken,n_alive,run_name,map
1,2001,301001,1,0,No,21,ic50_kendra,kendra
1,2001,301001,2,0.19047619047619047,No,21,ic50_kendra,kendra
1,2001,301001,3,0.09523809523809523,No,21,ic50_kendra,kendra
1,2001,301001,4,0,No,21,ic50_kendra,kendra
1,2001,301001,5,0.09523809523809523,No,21,ic50_kendra,kendra
1,2001,304501,1,0.23809523809523808,No,21,ic50_kendra,kendra
1,2001,304501,2,0.19047619047619047,No,21,ic50_kendra,kendra
1,2001,304501,3,0.5714285714285714,No,21,ic50_kendra,kendra
1,2001,304501,4,0.23809523809523808,No,21,ic50_kendra,kendra
1,2001,304501,5,0.14285714285714285,No,21,ic50_kendra,kendra
1,2001,308001,1,0.42857142857142855,No,21,ic50_kendra,kendra
1,2001,308001,2,0.47619047619047616,No,21,ic50_kendra,kendra
1,2001,308001,3,0.47619047619047616,No,21,ic50_kendra,kendra
1,2001,308001,4,0.5714285714285714,No,21,ic50_kendra,kendra
1,2001,308001,5,0.23809523809523808,No,21,ic50_kendra,kendra
1,2001,311501,1,0.2857142857142857,No,21,ic50_kendra,kendra
1,2001,311501,2,0.19047619047619047,No,21,ic50_kendra,kendra
1,2001,311501,3,0,No,21,ic50_kendra,kendra
1,2001,311501,4,0.5238095238095238,No,21,ic50_kendra,kendra
1,2001,311501,5,0.047619047619047616,No,21,ic50_kendra,kendra
1,2001,315001,1,0.09523809523809523,No,21,ic50_kendra,kendra
1,2001,315001,2,0.09523809523809523,No,21,ic50_kendra,kendra
1,2001,315001,3,0,No,21,ic50_kendra,kendra
1,2001,315001,4,0.3333333333333333,No,21,ic50_kendra,kendra
1,2001,315001,5,0.23809523809523808,No,21,ic50_kendra,kendra
1,2001,318501,1,0.14285714285714285,No,21,ic50_kendra,kendra
1,2001,318501,2,0,No,21,ic50_kendra,kendra
1,2001,318501,3,0.047619047619047616,No,21,ic50_kendra,kendra
1,2001,318501,4,0.19047619047619047,No,21,ic50_kendra,kendra
1,2001,318501,5,0.09523809523809523,No,21,ic50_kendra,kendra
1,2001,322001,1,0.5238095238095238,No,21,ic50_kendra,kendra
1,2001,322001,2,0.14285714285714285,No,21,ic50_kendra,kendra
1,2001,322001,3,0.23809523809523808,No,21,ic50_kendra,kendra
1,2001,322001,4,0,No,21,ic50_kendra,kendra
1,2001,322001,5,0.14285714285714285,No,21,ic50_kendra,kendra
1,2001,325501,1,0,No,21,ic50_kendra,kendra
1,2001,325501,2,0.23809523809523808,No,21,ic50_kendra,kendra
1,2001,325501,3,0.19047619047619047,No,21,ic50_kendra,kendra
1,2001,325501,4,0.38095238095238093,No,21,ic50_kendra,kendra
1,2001,325501,5,0,No,21,ic50_kendra,kendra
1,2001,329001,1,0.2857142857142857,No,21,ic50_kendra,kendra
1,2001,329001,2,0.5714285714285714,No,21,ic50_kendra,kendra
1,2001,329001,3,0,No,21,ic50_kendra,kendra
